# dataset: GeoCSV 2.0
# delimiter: ,
# SID: AU_MCQ_00_BHE
# sample_count: 26401
# sample_rate_hz: 40
# start_time: 2022-11-21T06:30:37.000000Z
# field_unit: Counts
# field_type: INTEGER
Sample
37675
37653
37547
37577
37551
37492
37437
37347
37268
37282
37322
37156
37060
37056
37006
36959
36887
36807
36844
36824
36656
36614
36731
36725
36555
36494
36584
36611
36468
36496
36544
36462
36487
36513
36455
36454
36497
36449
36491
36474
36437
36449
36487
36522
36479
36528
36477
36471
36555
36640
36631
36535
36627
36673
36670
36715
36744
36706
36735
36793
36757
36800
36776
36782
36841
36864
36841
36842
36945
36885
36877
36919
36895
36900
36862
36920
36963
36875
36829
36852
36892
36829
36770
36830
36821
36768
36717
36744
36802
36786
36783
36789
36793
36808
36802
36772
36837
36844
36825
36850
36786
36768
36832
36887
36849
36830
36791
36804
36898
36842
36883
36902
36881
36897
36932
37059
37039
37051
37014
37052
37129
37054
37096
37088
37116
37115
37077
37086
37113
37178
37098
37091
37170
37160
37108
37129
37209
37145
37117
37188
37199
37181
37200
37208
37198
37246
37262
37296
37281
37246
37340
37383
37319
37388
37390
37410
37561
37474
37424
37410
37585
37685
37519
37507
37617
37729
37552
37575
37625
37617
37629
37494
37560
37512
37484
37477
37424
37438
37405
37365
37335
37341
37314
37344
37315
37244
37268
37248
37276
37243
37183
37200
37141
37104
37099
37081
37055
37079
37074
36981
36973
37038
36996
36921
36956
36985
36896
36862
36867
36857
36875
36790
36847
36782
36636
36661
36630
36689
36608
36551
36557
36475
36496
36393
36342
36421
36368
36396
36419
36360
36347
36280
36269
36268
36262
36320
36322
36351
36395
36418
36381
36323
36362
36350
36330
36306
36400
36437
36382
36392
36329
36379
36307
36260
36282
36292
36255
36147
36228
36228
36177
36129
36094
36081
36067
36061
36039
36046
36100
36022
35942
36008
35990
35962
35876
35953
35951
35845
35885
35834
35899
35875
35812
35874
35899
35880
35893
35931
35958
36021
36021
36061
36050
36065
36156
36127
36150
36171
36086
36101
36168
36166
36210
36182
36340
36343
36205
36294
36266
36406
36338
36312
36402
36421
36400
36361
36554
36449
36421
36426
36491
36506
36530
36683
36534
36633
36673
36694
36736
36730
36744
36700
36768
36783
36867
36808
36823
36884
36837
36881
36864
36876
36870
36906
36911
36858
36878
36881
36886
36849
36820
36868
36831
36828
36807
36774
36788
36696
36715
36694
36636
36607
36549
36551
36496
36422
36426
36424
36338
36305
36300
36270
36222
36199
36176
36124
36048
35996
36017
35953
35917
35822
35777
35821
35788
35823
35745
35717
35747
35701
35659
35639
35645
35626
35590
35525
35577
35604
35553
35497
35486
35545
35603
35545
35470
35528
35522
35522
35469
35492
35491
35431
35535
35505
35428
35475
35441
35423
35527
35470
35450
35515
35530
35460
35422
35516
35542
35551
35455
35475
35563
35549
35483
35431
35505
35499
35491
35417
35430
35449
35341
35379
35379
35313
35218
35272
35339
35249
35241
35261
35291
35273
35264
35286
35271
35342
35371
35330
35374
35468
35460
35446
35581
35614
35572
35651
35689
35671
35735
35761
35755
35810
35790
35785
35850
35841
35856
35887
35863
35915
35930
35914
35960
35949
35950
36001
36023
35998
36018
36116
36162
36101
36121
36189
36179
36160
36159
36213
36203
36205
36200
36204
36261
36205
36189
36186
36197
36203
36201
36166
36110
36141
36073
36041
36036
36001
35959
35926
35944
35881
35879
35850
35814
35849
35838
35734
35654
35717
35741
35722
35663
35612
35629
35645
35574
35584
35590
35569
35685
35676
35577
35540
35704
35725
35604
35626
35677
35809
35773
35802
35887
35881
35907
35817
35874
35965
35861
35814
36017
36094
35893
35926
36046
36031
35895
35921
36066
35899
35923
36082
35994
35952
35978
35935
35938
35991
35931
35815
35853
36031
35983
35864
35903
35850
35810
35822
35924
35910
35848
36025
36011
35893
35860
35921
35905
35798
35900
35844
35697
35751
35693
35591
35587
35546
35411
35336
35453
35367
35177
35219
35234
35108
34992
34919
34831
34769
34710
34663
34581
34563
34503
34380
34428
34347
34247
34267
34243
34200
34199
34277
34259
34183
34183
34320
34332
34239
34371
34423
34384
34386
34412
34448
34434
34500
34556
34518
34553
34577
34555
34590
34518
34560
34602
34571
34681
34643
34667
34677
34666
34690
34674
34740
34691
34768
34804
34717
34675
34673
34728
34691
34689
34659
34674
34661
34638
34659
34631
34677
34634
34653
34685
34635
34661
34661
34649
34614
34596
34659
34623
34529
34577
34644
34582
34522
34577
34543
34531
34650
34469
34409
34619
34521
34451
34453
34302
34229
34856
35270
34332
33774
34585
35515
35114
34355
34419
34775
35235
35182
34725
34556
34983
35396
35043
34648
34961
35528
35303
34779
34977
35470
35551
35263
35079
35273
35633
35681
35420
35315
35556
35746
35661
35498
35488
35702
35751
35658
35632
35706
35787
35718
35709
35704
35731
35786
35780
35823
35835
35772
35772
35815
35789
35812
35861
35877
35820
35790
35808
35830
35821
35786
35810
35777
35766
35697
35707
35692
35633
35670
